FACILITY_ID,FACILITY_NAME,CERTIFICATION_NUMBER,AREA_OFFICE_ABBREV,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP,COUNTY,PHONE,FACILITY_WEBSITE,OPERATOR,OPERATOR_ADDRESS_1,OPERATOR_ADDRESS_2,OPERATOR_CITY,OPERATOR_STATE,OPERATOR_ZIP,MEDICARE_CERTIFIED,MEDICARE_NUMBER,MEDICAID_CERTIFIED,OWNERSHIP,MULTICAMPUS_FACILITY_ID,NOTES,OCCUPANCY_RATE,OCCUPANCY_REPORT_DATE,OCCUPANCY_EXCEPTION_COMMENT,AVERAGE_OCCUPIED_BEDS,INSP_STANDARD_HEALTH,INSP_LSC,INSP_TOTAL,INSP_HARM,INSP_PERCENT_HARM,COMP_RECEIVED,COMP_RECEIVED_PER_100,COMP_SELF_REPORTED,COMP_ONSITE,COMP_CITATIONS,COMP_CITATIONS_PER_100,COMP_DEF_ADMINISTRATION,COMP_DEF_QUALITY_OF_CARE,COMP_DEF_RESIDENT_RIGHTS,COMP_DEF_DIETARY_SERVICES,COMP_DEF_PHYSICAL_ENVIRONMENT,COMP_DEF_OTHER_SERVICES,COMP_DEF_TOTAL,TOTAL_BEDS,EMPLOYEE_FLU_VACCINATION_RATE,VACCINATION_RATE_REPORT_DATE
202,The Eleanor Nursing Care Center,1356303N,6NROC,419 North Quaker Lane,,Hyde Park                ,12538,Dutchess,8452299177,http://www.qhmllc.net/,"Victory Lake Operations, LLC",958 Church Street,,Baldwin,NY,11510,1,335323,1,Proprietary--LLC,,,0.833,12/13/17 0:00,,99.64,60,29,89,6,0.07,169,169.6,0.57,38,27,27.1,5,10,4,0,4,4,27,120,0.08,13-Apr
203,Renaissance Rehabilitation and Nursing Care Center,1356302N,6NROC,4975 Albany Post Road                  ,,Staatsburg               ,12580,Dutchess,8458894500,,Hyde Park Nursing Home Inc,897 Route 9                            ,,Staatsburg               ,NY,12580,1,335404,1,Proprietary--Business Corporation,,,0.95,12/13/17 0:00,,111.07,15,18,33,0,0,31,27.9,0.19,18,4,3.6,1,2,0,0,0,1,4,120,0.37,13-Apr
214,Mercy Hospital Skilled Nursing Facility,1401008N,1BUFF,55 Melroy Avenue                       ,,Lackawanna               ,14218,Erie,7168282300,http://www.chsbuffalo.org/Facilities/NursingHomes/MercySNF,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,NY,14203,1,335308,1,Proprietary--Business Corporation,,,1,12/13/17 0:00,,83.7,11,11,22,0,0,10,11.9,0.9,4,1,1.2,0,1,0,0,0,0,1,84,0.39,13-Apr
232,Elderwood at Amherst,1451307N,1BUFF,4459 Bailey Ave                        ,,Amherst                  ,14226,Erie,7168352543,http://www.elderwood.com/locations/wedgewood.php,"4459 Bailey Avenue Operating Company, LLC",641 Lexington Avenue,31st Floor,New York,NY,10022,1,335056,1,Proprietary--LLC,,,0.891,12/13/17 0:00,,83.97,14,11,25,0,0,38,45.3,0.63,10,0,0,0,0,0,0,0,0,0,92,0.32,13-Apr
244,Humboldt House Rehabilitation and Nursing Center,1401340N,1BUFF,64 Hager Street                        ,,Buffalo                  ,14208,Erie,7168864377,http://www.niagaralutheran.org/content/pages/nl-rehabilitation-center,"NHRC Acquisition, LLC",68 Hager Street,,Buffalo,NY,14208,1,335164,1,Proprietary--LLC,,,0.902,12/13/17 0:00,,154.57,61,22,83,2,0.02,169,109.3,0.51,42,21,13.6,1,11,7,0,2,0,21,173,0.59,13-Apr
251,Emerald South Nursing and Rehabilitation Center,1401338N,1BUFF,1175 Delaware Ave                      ,,Buffalo                  ,14209,Erie,7168856733,http://www.pscwny.org/harbour-hawthorn-home.html,Opal Care LLC,1175 Delaware Avenue,,Buffalo,NY,14209,1,335593,1,Proprietary--LLC,,,0.787,12/6/17 0:00,,83.03,84,58,142,1,0.01,149,179.5,0.5,34,23,27.7,2,9,11,0,1,0,23,122,,
252,St Catherine Laboure Health Care Center,1401324N,1BUFF,2157 Main Street                       ,,Buffalo                  ,14214,Erie,7168621450,http://www.chsbuffalo.org/Facilities/SSFacilities/SCL,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,NY,14203,1,335419,1,Proprietary--Business Corporation,,,0.888,12/13/17 0:00,,76.36,21,11,32,0,0,55,72,0.65,13,3,3.9,0,1,2,0,0,0,3,80,0.36,13-Apr
254,Ellicott Center for Rehabilitation and Nursing,1401337N,1BUFF,200 Seventh Street                     ,,Buffalo                  ,14201,Erie,7168472500,http://waterfrontrehab.net/about-us/,"Waterfront Operations Associates, LLC",1601 Bronxdale Avenue,,Bronx,NY,10462,1,335437,1,Proprietary--LLC,,,0.831,12/13/17 0:00,,147.89,87,55,142,9,0.06,230,155.5,0.5,73,29,19.6,3,16,9,0,0,1,29,160,0.29,13-Apr
266,"Safire Rehabilitation of Northtowns, LLC",1403304N,1BUFF,2799 Sheridan Drive                    ,,Tonawanda                ,14150,Erie,7168374466,,"Safire Rehabilitation of Northtowns, LLC",2799 Sheridan Drive,,Tonawanda,NY,14150,1,335180,1,Proprietary--LLC,,,0.88,12/6/17 0:00,,92.9,59,28,87,2,0.02,120,129.2,0.49,39,14,15.1,3,8,2,0,0,1,14,100,0.45,13-Apr
268,Mcauley Residence,1404000N,1BUFF,1503 Military Road                     ,,Kenmore                  ,14217,Erie,7164476600,http://www.chsbuffalo.org/Facilities/NursingHomes/McAuley,"Catholic Health System, Inc.",144 Genesee Street,Seton Professional Building,Buffalo,NY,14203,1,335433,1,Proprietary--Business Corporation,,,0.919,12/13/17 0:00,,141.94,22,19,41,0,0,69,48.6,0.58,21,8,5.6,2,4,2,0,0,0,8,160,0.53,13-Apr
269,Schofield Residence,1404300N,1BUFF,3333 Elmwood Avenue                    ,,Kenmore                  ,14217,Erie,7168741566,http://www.schofieldcare.org/,Wheel Chair Home Inc,3333 Elmwood Avenue                    ,,Kenmore                  ,NY,14217,1,335603,1,Voluntary--Not for Profit Corporation,,,0.925,12/13/17 0:00,,113.81,16,3,19,0,0,31,27.2,0.35,9,3,2.6,0,2,1,0,0,0,3,120,0.68,13-Apr
272,Elderwood at Lancaster,1406303N,1BUFF,1818 Como Park Blvd                    ,,Lancaster                ,14086,Erie,7166836165,http://www.elderwood.com/locations/linwood.php,"1818 Como Park Boulevard Operating Company, LLC",641 Lexington Avenue,31st Floor,New York,NY,10022,1,335577,1,Proprietary--LLC,,,0.896,12/13/17 0:00,,86.9,8,11,19,0,0,34,39.1,0.82,11,0,0,0,0,0,0,0,0,0,96,0.29,13-Apr
274,Comprehensive Rehabilitation and Nursing Center at Williamsville,1421308N,1BUFF,147 Reist Street                       ,,Williamsville            ,14221,Erie,7166335400,http://www.chsbuffalo.org/Facilities/NursingHomes/StFrancis,Comprehensive at Williamsville LLC,147 and 149 Reist Street,,Williamsville,NY,14221,1,335172,1,Proprietary--LLC,,,0.894,10/25/17 0:00,,130.34,111,56,167,3,0.02,124,95.1,0.32,42,41,31.5,2,21,13,3,2,0,41,142,0.47,13-Apr
277,Brooklyn-Queens Nursing Home,7001382N,5NYC,2749 Linden Blvd                       ,,Brooklyn                 ,11208,Kings,7182775100,,Brooklyn-Queens Nursing Home Inc,2749 Linden Boulevard                  ,,Brooklyn                 ,NY,11208,1,335637,1,Proprietary--Business Corporation,,,0.907,12/6/17 0:00,,130.54,14,20,34,0,0,47,36,0.55,5,0,0,0,0,0,0,0,0,0,140,0.21,13-Apr
278,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",1422303N,1BUFF,292 Main Street                        ,,East Aurora              ,14052,Erie,7166521560,http://www.absolutcare.com/locations/?id=55,"Absolut Center for Nursing and Rehabilitation at Aurora Park, LLC",292 Main Street                        ,,East Aurora              ,NY,14052,1,335281,1,Proprietary--LLC,,,0.941,12/6/17 0:00,,299.98,40,37,77,3,0.04,144,48,0.6,61,8,2.7,1,3,4,0,0,0,8,320,0.51,13-Apr
281,Jennie B Richmond Chaffee Nursing Home Company Inc,1427000N,1BUFF,222 East Main Street                   ,,Springville              ,14141,Erie,7165922871,http://www.bertrandchaffee.com/longtermcare,Jennie B Richmond Chaffee Nursing Home Co Inc,222 East Main Street                   ,,Springville              ,NY,14141,1,335435,1,Voluntary--Not for Profit Corporation,,,0.9,12/13/17 0:00,,70.43,36,26,62,2,0.03,79,112.2,0.92,11,6,8.5,0,4,2,0,0,0,6,80,0.75,13-Apr
282,Fiddlers Green Manor Rehabilitation and Nursing Center,1427303N,1BUFF,168 West Main Street                   ,,Springville              ,14141,Erie,7165924781,http://www.fiddlersgreenmanor.com/,"JSSG Healthcare, LLC",255 Warner Avenue,,Roslyn Heights,NY,11577,1,335457,1,Proprietary--LLC,,,0.817,11/15/17 0:00,,73.2,61,31,92,0,0,66,90.2,0.53,22,10,13.7,2,6,2,0,0,0,10,82,0.53,13-Apr
284,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",1435303N,1BUFF,6060 Armor Road                        ,,Orchard Park             ,14127,Erie,7166624433,http://www.absolutcare.com/locations/?id=61,"Absolut Center for Nursing and Rehabilitation at Orchard Park, LLC",6060 Armor Road                        ,,Orchard Park             ,NY,14127,1,335507,1,Proprietary--LLC,,,0.955,12/13/17 0:00,,189.51,74,15,89,0,0,130,68.6,0.48,42,22,11.6,1,13,5,3,0,0,22,202,0.26,13-Apr
288,Beechwood Homes,1451306N,1BUFF,2235 Millersport Highway               ,,Getzville                ,14068,Erie,7166888822,http://www.beechwoodcare.org/,"Beechwood Health Care Center, Inc.",2235 Millersport Highway               ,,Getzville                ,NY,14068,1,335468,1,Voluntary--Not for Profit Corporation,,,0.974,12/13/17 0:00,,264.14,28,31,59,1,0.02,76,28.8,0.41,28,4,1.5,1,2,1,0,0,0,4,272,0.39,13-Apr
294,Garden Gate Health Care Facility,1455300N,1BUFF,2365 Union Road                        ,,Cheektowaga              ,14227,Erie,7166688100,http://www.mcguiregroup.com/garden%20gate%20page.html,Garden Gate Health Care Facility LLC,1827 Seneca Street                     ,,Buffalo                  ,NY,14210,1,335634,1,Proprietary--Individual,,,0.94,12/13/17 0:00,,184.73,15,8,23,0,0,113,61.2,0.73,27,6,3.2,1,4,1,0,0,0,6,184,0.58,13-Apr
296,Brothers of Mercy Nursing & Rehabilitation Center,1456300N,1BUFF,10570 Bergtold Road                    ,,Clarence                 ,14031,Erie,7167596985,http://brothersofmercy.org/,Brothers of Mercy Nursing Home Company Inc,4520 Ransom Road                       ,,Clarence                 ,NY,14031,1,335112,1,Voluntary--Not for Profit Corporation,,,0.871,12/13/17 0:00,,216.69,11,8,19,0,0,43,19.8,0.86,10,1,0.5,0,0,1,0,0,0,1,240,0.71,13-Apr
299,Elderwood at Grand Island,1464302N,1BUFF,2850 Grand Island Blvd                 ,,Grand Island             ,14072,Erie,7167735900,http://www.elderwood.com/riverwood/index.php,"2850 Grand Island Boulevard Operating Company, LLC",641 Lexington Avenue,31st Floor,New York,NY,10022,1,335391,1,Proprietary--LLC,,,0.833,12/13/17 0:00,,80.64,32,18,50,1,0.02,44,54.6,0.7,15,9,11.2,1,4,2,0,0,2,9,90,0.48,13-Apr
300,Seneca Health Care Center,1474301N,1BUFF,2987 Seneca Street                     ,,West Seneca              ,14224,Erie,7168280500,http://www.mcguiregroup.com/seneca%20page.html,Seneca Health Care Center LLC,"360 Delaware Avenue, Suite 400         ",,Buffalo                  ,NY,14202,1,335504,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,153.48,12,10,22,0,0,88,57.3,0.67,27,1,0.7,0,0,1,0,0,0,1,160,0.5,13-Apr
305,Essex Center for Rehabilitation and Healthcare,1552300N,4TROY,81 Park Street ,81 Park Street  ,Elizabethtown            ,12932,Essex,5188733570,http://www.co.essex.ny.us/HNH.asp,Essex Operations Associates LLC,81 Park Street,,Essex,NY,12932,1,335478,1,Proprietary--LLC,,,0.99,12/13/17 0:00,,94.99,25,10,35,3,0.09,165,173.7,0.79,52,11,11.6,4,5,2,0,0,0,11,100,0.94,13-Apr
310,Heritage Commons Residential Health Care,1527300N,4TROY,1019 Wicker Street                     ,,Ticonderoga              ,12883,Essex,5185856771,http://www.interlakeshealth.com/getpage.php?name=heritage_commons,Moses Ludington Nursing Home Inc,Box 472                                ,,Ticonderoga              ,NY,12883,1,335482,1,Voluntary--Not for Profit Corporation,,,0.905,12/13/17 0:00,,77.28,23,11,34,1,0.03,33,42.7,0.79,12,9,11.6,0,8,1,0,0,0,9,84,0.72,13-Apr
315,Elderwood of Uihlein at Lake Placid ,1560302N,4TROY,185 Old Military Road                  ,,Lake Placid              ,12946,Essex,5185232464,http://www.amccares.org/about-us/living-centers/history.html,"185 Old Military Road Operating Company, LLC",185 Old Military Road,,Lake Placid,NY,12946,1,335267,1,Proprietary--LLC,,,0.417,11/1/17 0:00,,71,38,14,52,2,0.04,89,125.4,0.82,17,18,25.4,1,11,6,0,0,0,18,156,0.49,13-Apr
320,Mercy Living Center,1620300N,4TROY,114 Wawbeek Ave                        ,,Tupper Lake              ,12986,Franklin,5183593355,http://www.amccares.org/about-us/living-centers/history.html,Adirondack Medical Center,Lake Colby Drive                       ,,Saranac Lake             ,NY,12983,1,335220,1,Voluntary--Not for Profit Corporation,,,0.917,12/13/17 0:00,,54.19,17,5,22,0,0,67,123.6,0.84,12,10,18.5,3,6,1,0,0,0,10,60,0.55,13-Apr
326,Alice Hyde Medical Center,1624000N,4TROY,45 Sixth Street                        ,,Malone                   ,12953,Franklin,5184818000,http://alicehyde.com/Services/NursingHome.asp,Alice Hyde Medical Center,115 Park St                            ,,Malone                   ,NY,12953,1,335127,1,Voluntary--Not for Profit Corporation,,,0.948,12/13/17 0:00,,109.72,24,7,31,1,0.03,60,54.7,0.55,21,9,8.2,1,6,2,0,0,0,9,135,0.81,13-Apr
331,Nathan Littauer Hospital Nursing Home,1701000N,4TROY,99 East State Street                   ,,Gloversville             ,12078,Fulton,5187735611,http://www.nlh.org/nursing-home,Nathan Littauer Hospital Inc,99 East State Street                   ,,Gloversville             ,NY,12078,1,335351,1,Voluntary--Not for Profit Corporation,,,0.964,12/13/17 0:00,,82.84,18,12,30,0,0,55,66.4,0.93,7,5,6,0,3,2,0,0,0,5,84,0.66,13-Apr
335,Wells Nursing Home Inc,1702300N,4TROY,201 W Madison Avenue                   ,,Johnstown                ,12095,Fulton,5187624546,http://wellsnursinghome.org/,Wells Nursing Home Inc,210 West Madison Ave                   ,,Johnstown                ,NY,12095,1,335314,1,Voluntary--Not for Profit Corporation,,,0.9,12/13/17 0:00,,94.85,10,3,13,2,0.15,36,38,0.86,7,1,1.1,0,1,0,0,0,0,1,100,0.45,13-Apr
337,Fulton Center for Rehabilitation and Healthcare,1754301N,4TROY,847 Cohwy 122                          ,,Gloversville             ,12078,Fulton,5187733400,http://fultoncenter.net/,"Fulton Operations Associates, LLC",1601 Bronxdale Avenue,,Bronx,NY,10462,1,335091,1,Proprietary--LLC,,,0.989,12/13/17 0:00,,168.1,39,9,48,1,0.02,153,91,0.61,46,21,12.5,2,11,7,0,1,0,21,176,0.5,13-Apr
343,"Batavia Health Care Center, LLC",1801307N,1BUFF,257 State St                           ,,Batavia                  ,14020,Genesee,5853431300,http://batavianursinghome.com/,"Batavia Health Care Center, LLC",257 State Street,,Batavia,NY,14020,1,335202,1,Proprietary--LLC,,,0.903,12/13/17 0:00,,56.34,43,24,67,0,0,64,113.6,0.69,21,13,23.1,1,7,4,1,0,0,13,62,0.32,13-Apr
344,Premier Genesee Center for Nursing and Rehabilitation,1801308N,1BUFF,278 Bank Street                        ,,Batavia                  ,14020,Genesee,5853440584,http://www.co.genesee.ny.us/departments/nursinghome/,"Genesee Center Operating, LLC",278 Bank Street,,Batavia,NY,14020,1,335423,1,Proprietary--LLC,,,0.956,12/13/17 0:00,,151.26,45,15,60,1,0.02,133,87.9,0.55,47,11,7.3,0,4,5,1,0,1,11,160,0.51,13-Apr
349,The Pines at Catskill Center for Nursing & Rehabilitation,1921303N,4TROY,154 Jefferson Heights                  ,,Catskill                 ,12414,Greene,5189435151,http://www.pinescatskill.com/,"Catskill Crossings, LLC",154 Jefferson Heights                  ,,Catskill                 ,NY,12414,1,335256,1,Proprietary--LLC,,,0.949,12/13/17 0:00,,131.89,16,5,21,1,0.05,28,21.2,0.61,10,2,1.5,0,1,1,0,0,0,2,136,0.66,13-Apr
350,Greene Meadows Nursing and Rehabilitation Center,1953300N,4TROY,161 Jefferson Heights                  ,,Catskill                 ,12414,Greene,5189439380,http://www.columbiamemorial.com/kaaterskill/,"Kaaterskil Operating, LLC",161 Jefferson Heights,,Catskill,NY,12414,1,335574,1,Proprietary--LLC,,,0.858,12/13/17 0:00,,104.02,28,5,33,7,0.21,80,76.9,0.55,28,16,15.4,4,7,5,0,0,0,16,120,0.65,13-Apr
357,Mohawk Valley Health Care Center,2101301N,3SYR,99 Sixth Avenue                        ,,Ilion                    ,13357,Herkimer,3158954050,http://mohawkvalleyhcc.com/,"MVNH Associates, LLC",9958 Church Street,,Baldwin,NY,11510,1,335386,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,102.5,26,6,32,0,0,91,88.8,0.78,24,4,3.9,1,1,2,0,0,0,4,120,0.42,13-Apr
360,Folts Home,2124300N,3SYR,104 North Washington Street            ,,Herkimer                 ,13350,Herkimer,3158666964,http://www.foltshomes.com/,HomeLife at Folts LLC,104 North Washington Street,,Herkimer,NY,13350,1,335510,1,Proprietary--LLC,,,0.798,12/13/17 0:00,,147.66,70,14,84,0,0,195,132.1,0.8,28,8,5.4,0,5,3,0,0,0,8,163,0.41,13-Apr
364,Alpine Rehabilitation and Nursing Center,2129303N,3SYR,755 East Monroe Street                 ,,Little Falls             ,13365,Herkimer,3158231001,http://www.alpinerehab.net/,"Palffy Group LLC Nursing Home, Inc",755 East Monroe Street,,Little Falls,NY,13365,1,335586,1,Proprietary--LLC,,,0.938,12/13/17 0:00,,75.33,22,10,32,2,0.06,50,66.4,0.74,15,1,1.3,0,1,0,0,0,0,1,80,0.58,13-Apr
368,Samaritan Keep Nursing Home Inc,2201000N,3SYR,133 Pratt St                           ,,Watertown                ,13601,Jefferson,3157854400,http://www.samaritanhealth.com/our-services/long-term-care/samaritan-keep-home,Samaritan Medical Center,830 Washington St                      ,,Watertown                ,NY,13601,1,335431,1,Voluntary--Not for Profit Corporation,,,0.949,12/13/17 0:00,,265.01,49,12,61,3,0.05,255,96.2,0.94,31,12,4.5,1,5,6,0,0,0,12,272,0.81,13-Apr
381,Carthage Center for Rehabilitaiton and Nursing,2238304N,3SYR,1045 West Street                       ,,Carthage                 ,13619,Jefferson,3154933220,,CLR Carthage LLC,4770 White Plains Road,,Bronx,NY,10470,1,335579,1,Proprietary--LLC,,,0.967,11/1/17 0:00,,86.64,25,8,33,0,0,116,133.9,0.88,9,5,5.8,0,2,3,0,0,0,5,90,0.48,13-Apr
384,Lewis County General Hospital-Nursing Home Unit,2424000N,3SYR,7785 North State Street                ,,Lowville                 ,13367,Lewis,3153765200,http://www.lcgh.net/,County of Lewis,Court House                            ,,Lowville                 ,NY,13367,1,335428,1,Public--County,,,0.969,12/6/17 0:00,,148.24,21,2,23,0,0,327,220.6,0.98,32,5,3.4,1,2,2,0,0,0,5,160,0.96,13-Apr
387,"Avon Nursing Home, LLC",2520301N,2ROCH,215 Clinton Street                     ,,Avon                     ,14414,Livingston,5852262225,http://www.hurlbutcare.com/our-communities/avon-nursing-facility,"Avon Nursing Home, LLC",215 Clinton Street                     ,,Avon                     ,NY,14414,1,335216,1,Proprietary--LLC,,,0.875,12/13/17 0:00,,37.58,31,5,36,0,0,8,21.3,1,4,0,0,0,0,0,0,0,0,0,40,0.58,13-Apr
390,Livingston County Center for Nursing and Rehabilitation,2522300N,2ROCH,11 Murray Hill Drive                   ,,Mt Morris                ,14510,Livingston,5852437200,http://www.co.livingston.state.ny.us/cnr.htm,Livingston County Board of Supervisors,Building 2 Murray Hill                 ,,Mt Morris                ,NY,14510,1,335562,1,Public--County,,,0.97,12/13/17 0:00,,260.39,18,5,23,0,0,42,16.1,0.64,19,0,0,0,0,0,0,0,0,0,266,0.72,13-Apr
392,Conesus Lake Nursing Home,2525301N,2ROCH,"6131 Big Tree Road, Box F              ",,Livonia                  ,14487,Livingston,5853463001,http://www.hurlbutcare.com/our-communities/conesus-lake-nursing-facility,"Conesus Lake Nursing Home, LLC","6131 Big Tree Road, Box F              ",,Livonia                  ,NY,14487,1,335069,1,Proprietary--LLC,,,0.833,11/29/17 0:00,,43.09,16,1,17,0,0,5,11.6,0.8,2,0,0,0,0,0,0,0,0,0,48,0.9,13-Apr
398,Oneida Healthcare,2601001N,3SYR,323 Genesee Street                     ,,Oneida                   ,13421,Madison,3153636000,http://www.oneidahealthcare.org/patient-care-services/nursing-home,"Oneida Health Systems, Inc",323 Genesee Street                     ,,Oneida                   ,NY,13421,1,335427,1,Voluntary--Not for Profit Corporation,,,0.938,12/13/17 0:00,,151.69,15,6,21,1,0.05,55,36.3,0.78,10,1,0.7,0,0,1,0,0,0,1,160,,
403,The Grand Rehabilitation and Nursing at Chittenango,2629303N,3SYR,331 Russell Street                     ,,Chittenango              ,13037,Madison,3156879169,http://chittenangocenter.net/,"Chittenango Center, LLC",331 Russell Street,,Chittenango,NY,13037,1,335588,1,Proprietary--LLC,,,0.975,12/13/17 0:00,,77.92,39,14,53,0,0,61,78.3,0.26,17,7,9,0,5,2,0,0,0,7,80,0.51,13-Apr
431,Aaron Manor Rehabilitation and Nursing Center,2725301N,2ROCH,100 St. Camillus Way                   ,,Fairport                 ,14450,Monroe,5853774000,http://www.aaronmanor.com/,"CPR Associates, LLC",100 St. Camillus Way                   ,,Fairport                 ,NY,14450,1,335532,1,Proprietary--LLC,,,0.964,12/13/17 0:00,,124.6,10,14,24,0,0,48,38.5,0.71,18,0,0,0,0,0,0,0,0,0,140,0.19,13-Apr
434,Baird Nursing Home LLC,2701357N,2ROCH,2150 St Paul Street                    ,,Rochester                ,14621,Monroe,5853425540,http://www.bairdnursinghome.com/,Stephen Heard LLC,2150 St Paul St                        ,,Rochester                ,NY,14621,1,335825,1,Proprietary--LLC,,,0.893,12/13/17 0:00,,25.73,24,9,33,0,0,8,31.1,0.5,5,2,7.8,0,2,0,0,0,0,2,28,0.78,13-Apr
437,"The Shore Winds, LLC",2701359N,2ROCH,425 Beach Avenue                       ,,Rochester                ,14612,Monroe,5856630930,http://www.hurlbutcare.com/our-communities/the-shore-winds,"The Shore Winds, LLC",740 East Avenue                        ,,Rochester                ,NY,14607,1,335082,1,Proprietary--LLC,,,0.934,12/13/17 0:00,,212.3,52,29,81,0,0,103,48.5,0.52,37,11,5.2,0,5,4,0,1,1,11,229,0.53,13-Apr
440,Monroe Community Hospital,2701006N,2ROCH,435 East Henrietta Road                ,,Rochester                ,14620,Monroe,5857606500,http://www.monroehosp.org/,County of Monroe,111 Westfall Road                      ,,Rochester                ,NY,14692,1,335197,1,Public--County,,,0.936,12/13/17 0:00,,532.23,28,13,41,0,0,330,62,0.78,89,7,1.3,0,4,3,0,0,0,7,566,0.65,13-Apr
