FACILITY_ID,SURVEY_DATE,DEFICIENCY_CATEGORY,STIP_NUMBER,STIP_DATE,FINE_ASSESSED,STIP_PDF_NAME,facility_name_BN
252,5/16/02 0:00,Multiple Deficiencies,NH-02-106,11/25/02 0:00,4000,pfi0252nh_02_106.pdf,St Catherine Laboure Health Care Center
3422,4/10/06 0:00,Quality of Care,NH-07-023,3/19/07 0:00,1000,pfi3422nh_07_023.pdf,St Catherine of Siena Nursing and Rehabilitation Care Center
3422,1/4/08 0:00,Quality of Care,NH-08-056,9/5/08 0:00,2000,pfi3422nh_08_056.pdf,St Catherine of Siena Nursing and Rehabilitation Care Center
3422,5/15/03 0:00,Multiple Deficiencies,NH-04-035,5/25/04 0:00,8000,pfi3422nh_04_035.pdf,St Catherine of Siena Nursing and Rehabilitation Care Center
3422,3/15/05 0:00,Quality of Care,NH-06-004,1/30/06 0:00,1000,pfi3422nh_06_004.pdf,St Catherine of Siena Nursing and Rehabilitation Care Center
951,2/20/01 0:00,Quality of Care,NH-05-014,4/26/05 0:00,3000,pfi0951nh_05_014.pdf,"St Johnland Nursing Center, Inc"
442,9/27/10 0:00,Quality of Care,NH-11-037,6/20/11 0:00,10000,pfi0442nh_11_037.pdf,St Johns Health Care Corporation
442,8/2/12 0:00,Quality of Care,NH-16-127,4/6/16 0:00,10000,pfi0442nh_16_127.pdf,St Johns Health Care Corporation
442,4/17/02 0:00,Quality of Care,NH-03-027,5/28/03 0:00,2000,pfi0442nh_03_027.pdf,St Johns Health Care Corporation
442,7/12/02 0:00,Quality of Care,NH-03-028,5/28/03 0:00,2000,pfi0442nh_03_028.pdf,St Johns Health Care Corporation
4107,3/17/00 0:00,Multiple Deficiencies,NH-02-021,3/7/02 0:00,4000,pfi4107nh_02_021.pdf,St Johnsville Rehabilitation and Nursing Center
4107,3/28/01 0:00,Quality of Care,NH-03-054,11/26/03 0:00,1000,pfi4107nh_03_054.pdf,St Johnsville Rehabilitation and Nursing Center
800,8/3/06 0:00,Quality of Care,NH-07-031,4/3/07 0:00,1000,pfi0800nh_07_031.pdf,St Josephs Home
800,7/28/10 0:00,Multiple Deficiencies,NH-13-001,8/25/11 0:00,12000,pfi0800nh_13_001.pdf,St Josephs Home
800,5/7/08 0:00,Quality of Care,NH-09-023,5/18/09 0:00,1000,pfi0800nh_09_023.pdf,St Josephs Home
800,7/28/10 0:00,Quality of Care,NH-12-008,2/17/12 0:00,12000,pfi0800nh_12_008.pdf,St Josephs Home
735,3/15/07 0:00,Quality of Care,NH-07-071,9/11/07 0:00,2000,pfi0735nh_07_071.pdf,St Luke Residential Health Care Facility Inc
735,8/6/15 0:00,Quality of Care,NH-16-112,3/9/16 0:00,2000,pfi0735nh_16_112.pdf,St Luke Residential Health Care Facility Inc
735,12/13/01 0:00,Quality of Care,NH-05-032,7/7/05 0:00,2000,pfi0735nh_05_032.pdf,St Luke Residential Health Care Facility Inc
1217,11/14/16 0:00,Physical Environment,NH-17-043,7/25/17 0:00,10000,pfi1217nh_17_043.pdf,St Patricks Home
1217,9/10/04 0:00,Physical Environment,NH-05-036,7/26/05 0:00,2000,pfi1217nh_05_036.pdf,St Patricks Home
806,11/22/00 0:00,Quality of Care,NH-02-031,5/7/02 0:00,1000,pfi0806nh_02_031.pdf,"St Regis Nursing Home, Inc."
19,,Multiple Deficiencies,NH-15-037,10/20/15 0:00,16000,pfi0019nh_15_037.pdf,St. Margaret's Center
19,1/23/13 0:00,Quality of Care,NH-16-046,1/5/16 0:00,10000,pfi0019nh_16_046.pdf,St. Margaret's Center
19,2/27/14 0:00,Quality of Care,NH-16-008,1/5/16 0:00,10000,pfi0019nh_16_008.pdf,St. Margaret's Center
19,2/11/02 0:00,Quality of Care,NH-03-037,8/4/03 0:00,2000,pfi0019nh_03_037.pdf,St. Margaret's Center
19,4/12/00 0:00,Multiple Deficiencies,NH-03-038,8/4/03 0:00,2000,pfi0019nh_03_038.pdf,St. Margaret's Center
19,8/18/04 0:00,Quality of Care,NH-05-053,9/30/05 0:00,1000,pfi0019nh_05_053.pdf,St. Margaret's Center
888,7/19/13 0:00,Quality of Care,NH-16-151,5/4/16 0:00,10000,pfi0888nh_16_151.pdf,Suffolk Center for Rehabilitation and Nursing
888,9/18/16 0:00,Quality of Care,NH-17-026,1/31/17 0:00,10000,pfi0888nh_17_026.pdf,Suffolk Center for Rehabilitation and Nursing
963,4/16/09 0:00,Quality of Care,NH-11-036,6/20/11 0:00,10000,pfi0963nh_11_036.pdf,Sullivan County Adult Care Center
963,5/23/13 0:00,Multiple Deficiencies,NH-16-049,1/21/16 0:00,6000,pfi0963nh_16_049.pdf,Sullivan County Adult Care Center
963,3/8/02 0:00,Quality of Care,NH-03-023,5/19/03 0:00,2000,pfi0963nh_03_023.pdf,Sullivan County Adult Care Center
963,2/18/04 0:00,Quality of Care,NH-04-073,10/14/04 0:00,1000,pfi0963nh_04_073.pdf,Sullivan County Adult Care Center
548,11/23/09 0:00,Quality of Care,NH-10-036,9/28/10 0:00,10000,pfi0548nh_10_036.pdf,Sunharbor Manor
664,1/31/11 0:00,Multiple Deficiencies,NH-12-023,3/27/12 0:00,8000,pfi0664nh_12_023.pdf,Sunnyside Care Center
664,9/18/14 0:00,Multiple Deficiencies,NH-16-166,5/31/16 0:00,4000,pfi0664nh_16_166.pdf,Sunnyside Care Center
664,1/25/02 0:00,Quality of Care,NH-02-089,10/23/02 0:00,4000,pfi0664nh_02_089.pdf,Sunnyside Care Center
931,5/8/09 0:00,Quality of Care,NH-10-032,9/13/10 0:00,2000,pfi0931nh_10_032.pdf,Sunrise Manor Center for Nursing and Rehabilitation
60,9/25/06 0:00,Quality of Care,NH-07-008,2/13/07 0:00,1500,pfi0060nh_07_008.pdf,"Susquehanna Nursing & Rehabilitation Center, LLC"
1080,11/29/06 0:00,Quality of Care,NH-07-069,8/20/07 0:00,2000,pfi1080nh_07_069.pdf,Sutton Park Center for Nursing and Rehabilitation
1080,9/26/08 0:00,Quality of Care,NH-09-043,10/28/09 0:00,2000,pfi1080nh_09_043.pdf,Sutton Park Center for Nursing and Rehabilitation
1080,6/18/09 0:00,Quality of Care,NH-10-015,4/30/10 0:00,4000,pfi1080nh_10_015.pdf,Sutton Park Center for Nursing and Rehabilitation
1080,10/7/09 0:00,Quality of Care,NH-10-042,10/19/10 0:00,4000,pfi1080nh_10_042.pdf,Sutton Park Center for Nursing and Rehabilitation
1080,1/19/10 0:00,Quality of Care,NH-11-026,5/24/11 0:00,10000,pfi1080nh_11_026.pdf,Sutton Park Center for Nursing and Rehabilitation
1080,1/24/01 0:00,Multiple Deficiencies,NH-03-045,10/17/03 0:00,22000,pfi1080nh_03_045.pdf,Sutton Park Center for Nursing and Rehabilitation
4323,12/27/06 0:00,Quality of Care,NH-08-068,10/23/08 0:00,3000,pfi4323nh_08_068.pdf,Syracuse Home Association
4323,3/27/08 0:00,Quality of Care,NH-09-003,1/5/09 0:00,2000,pfi4323nh_09_003.pdf,Syracuse Home Association
1115,11/20/01 0:00,Resident Rights,NH-04-029,5/3/04 0:00,2000,pfi1115nh_04_029.pdf,Tarrytown Hall Care Center
3089,2/21/07 0:00,Multiple Deficiencies,NH-07-062,8/1/07 0:00,3000,pfi3089nh_07_062.pdf,Terence Cardinal Cooke Health Care Center
3089,3/18/08 0:00,Quality of Care,NH-09-007,2/3/09 0:00,6000,pfi3089nh_09_007.pdf,Terence Cardinal Cooke Health Care Center
3089,4/9/10 0:00,Quality of Care,NH-11-057,9/26/11 0:00,2000,pfi3089nh_11_057.pdf,Terence Cardinal Cooke Health Care Center
3089,11/12/02 0:00,Quality of Care,NH-04-036,6/1/04 0:00,1000,pfi3089nh_04_036.pdf,Terence Cardinal Cooke Health Care Center
3089,4/20/05 0:00,Quality of Care,NH-05-052,9/29/05 0:00,4000,pfi3089nh_05_052.pdf,Terence Cardinal Cooke Health Care Center
23,10/17/11 0:00,Quality of Care,NH-13-021,11/4/13 0:00,10000,pfi0023nh_13_021.pdf,Teresian House Nursing Home Co Inc
23,9/26/07 0:00,Quality of Care,NH-08-022,4/14/08 0:00,4000,pfi0023nh_08_022.pdf,Teresian House Nursing Home Co Inc
23,4/30/08 0:00,Multiple Deficiencies,NH-09-015,4/3/09 0:00,4000,pfi0023nh_09_015.pdf,Teresian House Nursing Home Co Inc
23,11/25/13 0:00,Quality of Care,NH-16-095,1/13/16 0:00,10000,pfi0023nh_16_095.pdf,Teresian House Nursing Home Co Inc
23,8/13/15 0:00,Other Services,NH-16-140,3/19/16 0:00,10000,pfi0023nh_16_140.pdf,Teresian House Nursing Home Co Inc
23,2/1/12 0:00,Quality of Care,NH-15-013,6/24/15 0:00,2000,pfi0023nh_15_013.pdf,Teresian House Nursing Home Co Inc
23,2/29/16 0:00,Multiple Deficiencies,NH-16-165,5/31/16 0:00,6000,pfi0023nh_16_165.pdf,Teresian House Nursing Home Co Inc
23,,Multiple Deficiencies,NH-02-094,10/31/02 0:00,12000,pfi0023nh_02_094.pdf,Teresian House Nursing Home Co Inc
23,,Quality of Care,NH-04-040,6/14/04 0:00,8000,pfi0023nh_04_040.pdf,Teresian House Nursing Home Co Inc
1739,5/4/05 0:00,Quality of Care,NH-07-039,5/1/07 0:00,2000,pfi1739nh_07_039.pdf,Terrace View Long Term Care Facility
1739,4/4/08 0:00,Quality of Care,NH-10-049,10/27/10 0:00,4000,pfi1739nh_10_049.pdf,Terrace View Long Term Care Facility
1739,1/12/09 0:00,Quality of Care,NH-10-050,10/27/10 0:00,10000,pfi1739nh_10_050.pdf,Terrace View Long Term Care Facility
1739,12/20/01 0:00,Quality of Care,NH-02-099,11/1/02 0:00,2000,pfi1739nh_02_099.pdf,Terrace View Long Term Care Facility
1739,12/20/02 0:00,Quality of Care,NH-03-034,7/16/03 0:00,2000,pfi1739nh_03_034.pdf,Terrace View Long Term Care Facility
1739,10/14/04 0:00,Quality of Care,NH-05-034,6/27/05 0:00,1000,pfi1739nh_05_034.pdf,Terrace View Long Term Care Facility
195,9/26/08 0:00,Multiple Deficiencies,NH-09-051,12/4/09 0:00,4000,pfi0195nh_09_051.pdf,The Baptist Home at Brookmeade
463,2/12/10 0:00,Quality of Care,NH-11-006,3/3/11 0:00,2000,pfi0463nh_11_006.pdf,"The Brightonian, Inc"
463,6/13/01 0:00,Multiple Deficiencies,NH-02-030,5/7/02 0:00,3000,pfi0463nh_02_030.pdf,"The Brightonian, Inc"
766,8/17/11 0:00,Multiple Deficiencies,NH-16-015,1/4/16 0:00,4000,pfi0766nh_16_015.pdf,The Center for Nursing and Rehabilitation at Hoosick Falls
1383,5/14/12 0:00,Multiple Deficiencies,NH-16-149,3/15/16 0:00,14000,pfi1383nh_16_149.pdf,The Chateau at Brooklyn Rehabilitation and Nursing Center
1234,8/1/16 0:00,Multiple Deficiencies,NH-16-205,11/29/16 0:00,10000,pfi1234nh_16_205.pdf,The Citadel Rehab and Nursing Center at Kingsbridge
92,6/21/01 0:00,Quality of Care,NH-02-055,7/30/02 0:00,4000,pfi0092nh_02_055.pdf,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community"
92,6/6/03 0:00,Multiple Deficiencies,NH-04-077,10/14/04 0:00,4000,pfi0092nh_04_077.pdf,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community"
92,5/26/04 0:00,Quality of Care,NH-05-004,1/10/05 0:00,6000,pfi0092nh_05_004.pdf,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community"
92,3/17/05 0:00,Multiple Deficiencies,NH-06-015,6/20/06 0:00,4000,pfi0092nh_06_015.pdf,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community"
92,,Quality of Care,NH-06-020,7/11/06 0:00,3000,pfi0092nh_06_020.pdf,"The Commons on St. Anthony, a Skilled Nursing & Short Term Rehabilitation Community"
657,8/15/07 0:00,Quality of Care,NH-08-041,7/8/08 0:00,2000,pfi0657nh_08_041.pdf,"The Cottages at Garden Grove, a Skilled Nursing Community"
657,,Quality of Care,NH-09-040,10/14/09 0:00,12000,pfi0657nh_09_040.pdf,"The Cottages at Garden Grove, a Skilled Nursing Community"
657,12/8/09 0:00,Quality of Care,NH-10-060,11/29/10 0:00,10000,pfi0657nh_10_060.pdf,"The Cottages at Garden Grove, a Skilled Nursing Community"
657,1/14/11 0:00,Quality of Care,NH-12-011,2/22/12 0:00,10000,pfi0657nh_12_011.pdf,"The Cottages at Garden Grove, a Skilled Nursing Community"
657,10/14/11 0:00,Multiple Deficiencies,NH-15-021,8/31/15 0:00,24000,pfi0657nh_15_021.pdf,"The Cottages at Garden Grove, a Skilled Nursing Community"
202,11/8/08 0:00,Quality of Care,NH-08-043,7/8/08 0:00,2000,pfi0202nh_08_043.pdf,The Eleanor Nursing Care Center
202,9/29/15 0:00,Quality of Care,NH-17-020,1/31/17 0:00,2000,pfi0202nh_17_020.pdf,The Eleanor Nursing Care Center
202,5/28/15 0:00,Multiple Deficiencies,NH-16-058,1/16/16 0:00,10000,pfi0202nh_16_058.pdf,The Eleanor Nursing Care Center
1042,9/21/01 0:00,Quality of Care,NH-04-016,3/15/04 0:00,1000,pfi1042nh_04_016.pdf,The Emerald Peek Rehabilitation and Nursing Center
464,2/15/01 0:00,Quality of Care,NH-02-020,3/2/02 0:00,2000,pfi0464nh_02_020.pdf,The Friendly Home
403,10/22/09 0:00,Multiple Deficiencies,NH-10-053,11/15/10 0:00,4000,pfi0403nh_10_053.pdf,The Grand Rehabilitation and Nursing at Chittenango
403,1/20/11 0:00,Quality of Care,NH-12-010,2/17/12 0:00,20000,pfi0403nh_12_010.pdf,The Grand Rehabilitation and Nursing at Chittenango
403,10/11/02 0:00,Multiple Deficiencies,NH-04-053,8/2/04 0:00,4000,pfi0403nh_04_053.pdf,The Grand Rehabilitation and Nursing at Chittenango
33,8/27/15 0:00,Multiple Deficiencies,NH-16-110,3/9/16 0:00,4000,pfi0033nh_16_110.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,10/5/07 0:00,Quality of Care,NH-08-021,4/7/08 0:00,2000,pfi0033nh_08_021.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,9/10/09 0:00,Resident Rights,NH-11-032,5/31/11 0:00,10000,pfi0033nh_11_032.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,3/16/15 0:00,Multiple Deficiencies,NH-16-026,1/5/16 0:00,4000,pfi0033nh_16_026.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,,Multiple Deficiencies,NH-17-057,10/12/17 0:00,20000,pfi0033nh_17_057.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,4/14/17 0:00,Physical Environment,NH-17-042,7/25/17 0:00,10000,pfi0033nh_17_042.pdf,The Grand Rehabilitation and Nursing at Guilderland
33,8/27/02 0:00,Quality of Care,NH-04-039,6/7/04 0:00,2000,pfi0033nh_04_039.pdf,The Grand Rehabilitation and Nursing at Guilderland
1675,10/30/02 0:00,Quality of Care,NH-04-007,3/10/04 0:00,2000,pfi1675nh_04_007.pdf,The Grand Rehabilitation and Nursing at Queens
6232,12/5/08 0:00,Quality of Care,NH-10-005,1/27/10 0:00,10000,pfi6232nh_10_005.pdf,The Grand Rehabilitation and Nursing at River Valley
6232,9/13/10 0:00,Multiple Deficiencies,NH-11-056,9/26/11 0:00,12000,pfi6232nh_11_056.pdf,The Grand Rehabilitation and Nursing at River Valley
593,8/31/07 0:00,Quality of Care,NH-08-040,7/8/08 0:00,6000,pfi0593nh_08_040.pdf,The Grand Rehabilitation and Nursing at Rome
6871,2/9/07 0:00,Quality of Care,NH-07-048,6/12/07 0:00,3000,pfi6871nh_07_048.pdf,The Hamptons Center for Rehabilitation and Nursing
6871,9/16/09 0:00,Multiple Deficiencies,NH-10-065,12/6/10 0:00,4000,pfi6871nh_10_065.pdf,The Hamptons Center for Rehabilitation and Nursing
6871,4/21/08 0:00,Quality of Care,NH-09-018,4/26/09 0:00,8000,pfi6871nh_09_018.pdf,The Hamptons Center for Rehabilitation and Nursing
6871,7/30/10 0:00,Quality of Care,NH-11-031,5/24/11 0:00,10000,pfi6871nh_11_031.pdf,The Hamptons Center for Rehabilitation and Nursing
5538,,Quality of Care,NH-07-002,12/27/06 0:00,1500,pfi5538nh_07_002.pdf,The Highlands at Brighton
5538,5/11/01 0:00,Quality of Care,NH-02-077,9/27/02 0:00,2000,pfi5538nh_02_077.pdf,The Highlands at Brighton
465,8/17/06 0:00,Quality of Care,NH-06-055,12/27/06 0:00,1000,pfi0465nh_06_055.pdf,The Hurlbut
465,6/20/08 0:00,Quality of Care,NH-09-033,7/30/09 0:00,2000,pfi0465nh_09_033.pdf,The Hurlbut
6519,3/28/17 0:00,Multiple Deficiencies,NH-17-047,8/16/17 0:00,6000,pfi6519nh_17_047.pdf,The Knolls
1603,2/18/09 0:00,Quality of Care,NH-10-014,3/22/10 0:00,2000,pfi1603nh_10_014.pdf,"The New Jewish Home, Manhattan"
1603,3/12/10 0:00,Quality of Care,NH-11-048,8/25/11 0:00,2000,pfi1603nh_11_048.pdf,"The New Jewish Home, Manhattan"
1603,10/30/03 0:00,Resident Rights,NH-06-006,3/3/06 0:00,2500,pfi1603nh_06_006.pdf,"The New Jewish Home, Manhattan"
1113,1/18/08 0:00,Quality of Care,NH-08-048,8/8/08 0:00,2000,pfi1113nh_08_048.pdf,"The New Jewish Home, Sarah Neuman"
1134,4/18/14 0:00,Multiple Deficiencies,NH-16-100,1/13/16 0:00,14000,pfi1134nh_16_100.pdf,The Osborn
7298,6/22/06 0:00,Multiple Deficiencies,NH-07-068,8/28/07 0:00,6000,pfi7298nh_07_068.pdf,The Pavilion at Queens for Rehabilitation & Nursing
1405,10/22/09 0:00,Multiple Deficiencies,NH-10-063,12/6/10 0:00,4000,pfi1405nh_10_063.pdf,The Phoenix Rehabilitation and Nursing Center
1405,5/14/04 0:00,Multiple Deficiencies,NH-05-017,5/16/05 0:00,4000,pfi1405nh_05_017.pdf,The Phoenix Rehabilitation and Nursing Center
349,10/18/07 0:00,Quality of Care,NH-08-023,4/14/08 0:00,2000,pfi0349nh_08_023.pdf,The Pines at Catskill Center for Nursing & Rehabilitation
349,12/19/12 0:00,Multiple Deficiencies,NH-16-181,7/6/16 0:00,4000,pfi0349nh_16_181.pdf,The Pines at Catskill Center for Nursing & Rehabilitation
349,4/1/14 0:00,Quality of Care,NH-16-081,1/11/16 0:00,2000,pfi0349nh_16_081.pdf,The Pines at Catskill Center for Nursing & Rehabilitation
1010,,Multiple Deficiencies,NH-16-103,1/13/16 0:00,12000,pfi1010nh_16_103.pdf,The Pines at Glens Falls Center for Nursing & Rehabilitation
1010,5/26/10 0:00,Quality of Care,NH-11-011,3/1/11 0:00,10000,pfi1010nh_11_011.pdf,The Pines at Glens Falls Center for Nursing & Rehabilitation
1010,11/4/10 0:00,Quality of Care,NH-12-006,2/6/12 0:00,2000,pfi1010nh_12_006.pdf,The Pines at Glens Falls Center for Nursing & Rehabilitation
1010,1/17/12 0:00,Quality of Care,NH-15-010,6/24/15 0:00,10000,pfi1010nh_15_010.pdf,The Pines at Glens Falls Center for Nursing & Rehabilitation
1010,3/3/11 0:00,Quality of Care,NH-12-027,4/20/12 0:00,2000,pfi1010nh_12_027.pdf,The Pines at Glens Falls Center for Nursing & Rehabilitation
186,5/17/02 0:00,Quality of Care,NH-06-028,10/10/06 0:00,3000,pfi0186nh_06_028.pdf,The Pines at Poughkeepsie Center for Nursing & Rehabilitation
608,,Quality of Care,NH-06-039,11/24/06 0:00,2000,pfi0608nh_06_039.pdf,The Pines at Utica Center for Nursing & Rehabilitation
608,7/27/11 0:00,Multiple Deficiencies,NH-13-004,2/13/13 0:00,12000,pfi0608nh_13_004.pdf,The Pines at Utica Center for Nursing & Rehabilitation
83,12/7/07 0:00,Multiple Deficiencies,NH-08-050,8/8/08 0:00,6000,pfi0083nh_08_050.pdf,The Pines Healthcare & Rehabilitation Centers  Machias Campus
83,9/19/02 0:00,Multiple Deficiencies,NH-03-036,7/25/03 0:00,2000,pfi0083nh_03_036.pdf,The Pines Healthcare & Rehabilitation Centers  Machias Campus
71,3/9/07 0:00,Quality of Care,NH-07-094,11/19/07 0:00,2000,pfi0071nh_07_094.pdf,The Pines Healthcare & Rehabilitation Centers Olean Campus
71,5/27/16 0:00,Multiple Deficiencies,NH-16-200,9/27/16 0:00,12000,pfi0071nh_16_200.pdf,The Pines Healthcare & Rehabilitation Centers Olean Campus
71,3/27/15 0:00,Multiple Deficiencies,NH-16-195,9/27/16 0:00,12000,pfi0071nh_16_195.pdf,The Pines Healthcare & Rehabilitation Centers Olean Campus
1225,6/23/09 0:00,Multiple Deficiencies,NH-10-039,9/20/10 0:00,6000,pfi1225nh_10_039.pdf,The Plaza Rehab and Nursing Center
1370,3/28/08 0:00,Quality of Care,NH-09-010,3/8/09 0:00,4000,pfi1370nh_09_010.pdf,The Riverside
1370,9/28/01 0:00,Multiple Deficiencies,NH-04-028,5/3/04 0:00,4000,pfi1370nh_04_028.pdf,The Riverside
437,11/1/01 0:00,Quality of Care,NH-02-049,7/17/02 0:00,2000,pfi0437nh_02_049.pdf,"The Shore Winds, LLC"
437,,Quality of Care,NH-06-031,10/23/06 0:00,4000,pfi0437nh_06_031.pdf,"The Shore Winds, LLC"
702,7/16/01 0:00,Multiple Deficiencies,NH-02-054,7/25/02 0:00,6000,pfi0702nh_02_054.pdf,The Valley View Center for Nursing Care and Rehabilitation
716,8/16/01 0:00,Quality of Care,NH-02-093,10/28/02 0:00,4000,pfi0716nh_02_093.pdf,The Villages of Orleans Health and Rehabilitation Center
716,8/8/02 0:00,Quality of Care,NH-03-014,3/11/03 0:00,4000,pfi0716nh_03_014.pdf,The Villages of Orleans Health and Rehabilitation Center
716,11/18/03 0:00,Quality of Care,NH-04-091,11/12/04 0:00,1000,pfi0716nh_04_091.pdf,The Villages of Orleans Health and Rehabilitation Center
716,6/26/03 0:00,Quality of Care,NH-04-092,11/12/04 0:00,2000,pfi0716nh_04_092.pdf,The Villages of Orleans Health and Rehabilitation Center
1068,2/8/02 0:00,Quality of Care,NH-03-008,2/4/03 0:00,2000,pfi1068nh_03_008.pdf,The Wartburg Home
1068,3/1/01 0:00,Quality of Care,NH-04-008,4/5/04 0:00,2000,pfi1068nh_04_008.pdf,The Wartburg Home
1068,12/19/03 0:00,Quality of Care,NH-06-002,1/23/06 0:00,6000,pfi1068nh_06_002.pdf,The Wartburg Home
1053,7/17/09 0:00,Multiple Deficiencies,NH-10-031,9/13/10 0:00,4000,pfi1053nh_10_031.pdf,TLC Health Network Lake Shore Hosp Nursing Facility
1053,6/27/02 0:00,Quality of Care,NH-03-006,1/24/03 0:00,2000,pfi1053nh_03_006.pdf,TLC Health Network Lake Shore Hosp Nursing Facility
6050,1/10/17 0:00,Resident Rights,NH-17-035,5/22/17 0:00,2000,pfi6050nh_17_035.pdf,Townhouse Center for Rehabilitation & Nursing
6050,7/18/16 0:00,Multiple Deficiencies,NH-17-011,1/11/17 0:00,4000,pfi6050nh_17_011.pdf,Townhouse Center for Rehabilitation & Nursing
6050,8/31/01 0:00,Quality of Care,NH-04-012,3/25/04 0:00,2000,pfi6050nh_04_012.pdf,Townhouse Center for Rehabilitation & Nursing
1249,,Multiple Deficiencies,NH-10-012,3/9/10 0:00,6000,pfi1249nh_10_012.pdf,Triboro Center for Rehabilitation and Nursing
762,4/1/11 0:00,Multiple Deficiencies,NH-12-041,9/17/12 0:00,4000,pfi0762nh_12_041.pdf,Troy Center for Rehabilitation and Nursing
762,4/3/12 0:00,Quality of Care,NH-16-050,1/13/16 0:00,10000,pfi0762nh_16_050.pdf,Troy Center for Rehabilitation and Nursing
762,2/26/09 0:00,Quality of Care,NH-10-041,10/13/10 0:00,10000,pfi0762nh_10_041.pdf,Troy Center for Rehabilitation and Nursing
762,9/17/13 0:00,Quality of Care,NH-16-051,1/13/16 0:00,10000,pfi0762nh_16_051.pdf,Troy Center for Rehabilitation and Nursing
6037,9/25/09 0:00,Quality of Care,NH-10-056,11/15/10 0:00,2000,pfi6037nh_10_056.pdf,Union Plaza Care Center
6037,7/30/02 0:00,Quality of Care,NH-04-102,12/8/04 0:00,2000,pfi6037nh_04_102.pdf,Union Plaza Care Center
6037,12/8/00 0:00,Resident Rights,NH-06-033,10/23/06 0:00,2000,pfi6037nh_06_033.pdf,Union Plaza Care Center
3392,2/21/03 0:00,Resident Rights,NH-04-057,8/2/04 0:00,1000,pfi3392nh_04_057.pdf,Unity Living Center
1582,5/6/08 0:00,Quality of Care,NH-08-015,2/26/08 0:00,1000,pfi1582nh_08_015.pdf,Upper East Side Rehabilitation and Nursing Center
607,1/20/12 0:00,Multiple Deficiencies,NH-14-009,11/5/14 0:00,18000,pfi0607nh_14_009.pdf,Utica Rehabilitation & Nursing Center
607,2/4/08 0:00,Resident Rights,NH-08-070,12/4/08 0:00,12000,pfi0607nh_08_070.pdf,Utica Rehabilitation & Nursing Center
607,12/14/09 0:00,Multiple Deficiencies,NH-11-001,12/7/10 0:00,8000,pfi0607nh_11_001.pdf,Utica Rehabilitation & Nursing Center
607,1/9/14 0:00,Multiple Deficiencies,NH-16-054,1/13/16 0:00,4000,pfi0607nh_16_054.pdf,Utica Rehabilitation & Nursing Center
607,6/14/01 0:00,Quality of Care,NH-02-068,9/11/02 0:00,4000,pfi0607nh_02_068.pdf,Utica Rehabilitation & Nursing Center
131,9/27/07 0:00,Quality of Care,NH-09-031,7/9/09 0:00,2000,pfi0131nh_09_031.pdf,Valley View Manor Nursing Home
131,9/18/15 0:00,Quality of Care,NH-16-132,4/6/16 0:00,2000,pfi0131nh_16_132.pdf,Valley View Manor Nursing Home
131,,Quality of Care,NH-06-029,10/28/06 0:00,5000,pfi0131nh_06_029.pdf,Valley View Manor Nursing Home
650,,Multiple Deficiencies,NH-16-136,3/14/16 0:00,40000,pfi0650nh_16_136.pdf,Van Duyn Center for Rehabilitation and Nursing
650,10/14/15 0:00,Multiple Deficiencies,NH-16-172,6/6/16 0:00,14000,pfi0650nh_16_172.pdf,Van Duyn Center for Rehabilitation and Nursing
650,3/30/07 0:00,Quality of Care,NH-08-032,5/27/08 0:00,6000,pfi0650nh_08_032.pdf,Van Duyn Center for Rehabilitation and Nursing
650,11/13/08 0:00,Quality of Care,NH-11-023,5/24/11 0:00,2000,pfi0650nh_11_023.pdf,Van Duyn Center for Rehabilitation and Nursing
650,,Multiple Deficiencies,NH-12-016,3/19/12 0:00,12000,pfi0650nh_12_016.pdf,Van Duyn Center for Rehabilitation and Nursing
650,12/5/12 0:00,Quality of Care,NH-17-010,1/11/17 0:00,10000,pfi0650nh_17_010.pdf,Van Duyn Center for Rehabilitation and Nursing
650,,Multiple Deficiencies,NH-02-007,1/23/02 0:00,9000,pfi0650nh_02_007.pdf,Van Duyn Center for Rehabilitation and Nursing
761,3/23/06 0:00,Multiple Deficiencies,NH-07-064,8/2/07 0:00,3000,pfi0761nh_07_064.pdf,Van Rensselaer Manor
761,,Multiple Deficiencies,NH-03-016,3/27/03 0:00,10000,pfi0761nh_03_016.pdf,Van Rensselaer Manor
1090,10/7/02 0:00,Quality of Care,NH-03-026,5/28/03 0:00,2000,pfi1090nh_03_026.pdf,Victoria Home
1599,4/16/08 0:00,Quality of Care,NH-09-008,1/12/09 0:00,2000,pfi1599nh_09_008.pdf,VillageCare Rehabilitation and Nursing Center
1599,4/30/03 0:00,Quality of Care,NH-04-081,11/3/04 0:00,2000,pfi1599nh_04_081.pdf,VillageCare Rehabilitation and Nursing Center
1008,2/10/06 0:00,Quality of Care,NH-07-004,1/4/07 0:00,1000,pfi1008nh_07_004.pdf,Warren Center for Rehabilitation and Nursing
